id,spaceCode,spaceName,floor,spaceStatus
422,4K001,001,4,0
423,4K002,002,4,0
424,4K003,003,4,0
425,4K004,004,4,0
426,4K005,005,4,0
427,4K006,006,4,0
428,4K007,007,4,0
429,4K008,008,4,0
294,4L161,009,4,0
295,4L162,010,4,0
297,4L164,011,4,0
296,4L163,012,4,0
437,4K016,013,4,0
436,4K015,014,4,0
435,4K014,015,4,0
434,4K013,016,4,0
433,4K012,017,4,0
432,4K011,018,4,0
431,4K010,019,4,0
430,4K009,020,4,0
298,4L165,021,4,0
299,4L166,022,4,0
301,4L168,023,4,0
300,4L167,024,4,0
445,4K024,025,4,0
444,4K023,026,4,0
443,4K022,027,4,0
442,4K021,028,4,0
441,4K020,029,4,0
440,4K019,030,4,0
439,4K018,031,4,0
438,4K017,032,4,0
446,4K025,033,4,0
447,4K026,034,4,0
448,4K027,035,4,0
449,4K028,036,4,0
450,4K029,037,4,0
451,4K030,038,4,0
452,4K031,039,4,0
453,4K032,040,4,0
302,4L169,041,4,0
303,4L170,042,4,1
305,4L172,043,4,0
304,4L171,044,4,0
459,4K038,045,4,0
458,4K037,046,4,0
457,4K036,047,4,0
456,4K035,048,4,0
455,4K034,049,4,0
454,4K033,050,4,0
461,4K041,051,4,0
462,4K042,052,4,0
463,4K043,053,4,0
464,4K044,054,4,0
465,4K045,055,4,0
466,4K046,056,4,0
467,4K047,057,4,0
468,4K048,058,4,0
306,4L173,059,4,0
307,4L174,060,4,0
309,4L176,061,4,0
308,4L175,062,4,0
476,4K056,063,4,0
475,4K055,064,4,0
474,4K054,065,4,0
473,4K053,066,4,0
472,4K052,067,4,0
471,4K051,068,4,0
470,4K050,069,4,0
469,4K049,070,4,0
477,4K057,071,4,0
478,4K058,072,4,0
479,4K059,073,4,0
480,4K060,074,4,0
481,4K061,075,4,0
482,4K062,076,4,0
483,4K063,077,4,0
484,4K064,078,4,0
310,4L177,079,4,0
311,4L178,080,4,0
313,4L180,081,4,0
312,4L179,082,4,0
492,4K072,083,4,0
491,4K071,084,4,0
490,4K070,085,4,0
489,4K069,086,4,0
488,4K068,087,4,0
487,4K067,088,4,0
486,4K066,089,4,0
485,4K065,090,4,0
493,4K073,091,4,0
494,4K074,092,4,0
495,4K075,093,4,0
496,4K076,094,4,0
497,4K077,095,4,0
498,4K078,096,4,0
499,4K079,097,4,0
500,4K080,098,4,0
314,4L181,099,4,0
315,4L182,100,4,0
317,4L184,101,4,0
316,4L183,102,4,0
342,4K081,103,4,0
343,4K082,104,4,0
344,4K083,105,4,0
345,4K084,106,4,0
346,4K085,107,4,0
347,4K086,108,4,0
318,4L186,109,4,0
319,4L185,110,4,0
321,4L188,111,4,0
320,4L187,112,4,0
357,4K096,113,4,0
356,4K095,114,4,0
355,4K094,115,4,0
354,4K093,116,4,0
353,4K092,117,4,0
352,4K091,118,4,0
351,4K090,119,4,0
350,4K089,120,4,0
358,4K097,121,4,0
359,4K098,122,4,0
360,4K099,123,4,0
361,4K100,124,4,0
362,4K101,125,4,0
363,4K102,126,4,0
364,4K103,127,4,0
365,4K104,128,4,0
322,4L189,129,4,0
323,4L190,130,4,0
325,4L192,131,4,0
324,4L191,132,4,0
373,4K112,133,4,0
372,4K111,134,4,0
371,4K110,135,4,0
370,4K109,136,4,0
369,4K108,137,4,0
368,4K107,138,4,0
367,4K106,139,4,0
366,4K105,140,4,0
374,4K113,141,4,0
375,4K114,142,4,0
376,4K115,143,4,0
377,4K116,144,4,0
378,4K117,145,4,0
379,4K118,146,4,0
380,4K119,147,4,0
381,4K120,148,4,0
326,4L193,149,4,0
327,4L194,150,4,0
329,4L196,151,4,0
328,4L195,152,4,0
389,4K128,153,4,0
388,4K127,154,4,0
387,4K126,155,4,0
386,4K125,156,4,0
385,4K124,157,4,0
384,4K123,158,4,0
383,4K122,159,4,0
382,4K121,160,4,0
330,4L197,161,4,0
331,4L198,162,4,0
333,4L200,163,4,0
332,4L199,164,4,0
390,4K129,165,4,0
391,4K130,166,4,0
392,4K131,167,4,0
393,4K132,168,4,0
394,4K133,169,4,0
395,4K134,170,4,0
396,4K135,171,4,0
397,4K136,172,4,0
334,4L201,173,4,0
335,4L202,174,4,0
337,4L204,175,4,0
336,4L203,176,4,0
405,4K144,177,4,0
404,4K143,178,4,0
403,4K142,179,4,0
402,4K141,180,4,0
401,4K140,181,4,0
400,4K139,182,4,0
399,4K138,183,4,0
398,4K137,184,4,0
406,4K145,185,4,0
407,4K146,186,4,0
408,4K147,187,4,0
409,4K148,188,4,0
410,4K149,189,4,0
411,4K150,190,4,0
412,4K151,191,4,0
413,4K152,192,4,0
338,4L205,193,4,0
339,4L206,194,4,0
341,4L208,195,4,0
340,4L207,196,4,0
421,4K160,197,4,0
420,4K159,198,4,0
419,4K158,199,4,0
418,4K157,200,4,0
417,4K156,201,4,0
416,4K155,202,4,0
415,4K154,203,4,0
414,4K153,204,4,0
1607,4B229,205,4,0
1605,4B227,206,4,0
1603,4B225,207,4,0
1601,4B223,208,4,0
1599,4B221,209,4,0
1597,4B219,210,4,0
1595,4B217,211,4,0
1593,4B215,212,4,1
1591,4B213,213,4,0
1608,4B230,214,4,0
1606,4B228,215,4,0
1604,4B226,216,4,0
1602,4B224,217,4,0
1600,4B222,218,4,0
1598,4B220,219,4,0
1596,4B218,220,4,0
1594,4B216,221,4,0
1592,4B214,222,4,0
1619,4B241,223,4,0
1617,4B239,224,4,0
1615,4B237,225,4,0
1613,4B235,226,4,0
1611,4B233,227,4,0
1609,4B231,228,4,0
1620,4B242,229,4,0
1618,4B240,230,4,0
1616,4B238,231,4,0
1614,4B236,232,4,0
1612,4B234,233,4,0
1610,4B232,234,4,0
1625,4B247,235,4,0
1623,4B245,236,4,0
1621,4B243,237,4,0
1626,4B248,238,4,0
1624,4B246,239,4,0
1622,4B244,240,4,0
1631,4B253,241,4,0
1629,4B251,242,4,0
1627,4B249,243,4,0
1632,4B254,244,4,0
1630,4B252,245,4,0
1628,4B250,246,4,0
1637,4B259,247,4,0
1635,4B257,248,4,0
1633,4B255,249,4,0
1638,4B260,250,4,0
1636,4B258,251,4,0
1634,4B256,252,4,0
1653,4B275,253,4,0
1651,4B273,254,4,0
1649,4B271,255,4,0
1647,4B269,256,4,0
1645,4B267,257,4,0
1643,4B265,258,4,0
1641,4B263,259,4,0
1639,4B261,260,4,1
1654,4B276,261,4,0
1652,4B274,262,4,0
1650,4B272,263,4,0
1648,4B270,264,4,0
1646,4B268,265,4,0
1644,4B266,266,4,0
1642,4B264,267,4,0
1640,4B262,268,4,1
1468,4D281,269,4,0
1466,4D279,270,4,0
1464,4D277,271,4,1
1509,4D323,272,4,0
1507,4D321,273,4,0
1505,4D319,274,4,0
1503,4D317,275,4,0
1501,4D315,276,4,0
1469,4D282,277,4,0
1467,4D280,278,4,0
1465,4D278,279,4,1
1510,4D324,280,4,0
1508,4D322,281,4,0
1506,4D320,282,4,0
1504,4D318,283,4,0
1502,4D316,284,4,0
1474,4D287,285,4,0
1472,4D285,286,4,0
1470,4D283,287,4,0
1519,4D333,288,4,1
1517,4D331,289,4,0
1515,4D329,290,4,1
1513,4D327,291,4,0
1511,4D325,292,4,0
1475,4D288,293,4,0
1473,4D286,294,4,0
1471,4D284,295,4,0
1520,4D334,296,4,0
1518,4D332,297,4,0
1516,4D330,298,4,0
1514,4D328,299,4,0
1512,4D326,300,4,1
1478,4D291,301,4,0
1477,4D290,302,4,0
1476,4D289,303,4,1
1525,4D339,304,4,0
1523,4D337,305,4,0
1521,4D335,306,4,0
1479,4D292,307,4,0
1526,4D340,308,4,0
1524,4D338,309,4,0
1522,4D336,310,4,0
1480,4D293,311,4,0
1485,4D298,312,4,0
1483,4D296,313,4,0
1481,4D294,314,4,1
1535,4D349,315,4,0
1533,4D347,316,4,0
1531,4D345,317,4,0
1529,4D343,318,4,0
1527,4D341,319,4,0
1536,4D350,320,4,0
1534,4D348,321,4,0
1532,4D346,322,4,0
1530,4D344,323,4,1
1528,4D342,324,4,1
1486,4D299,325,4,0
1484,4D297,326,4,0
1482,4D295,327,4,0
1491,4D304,328,4,0
1489,4D302,329,4,0
1487,4D300,330,4,0
1541,4D355,331,4,0
1539,4D353,332,4,0
1537,4D351,333,4,0
1492,4D305,334,4,0
1490,4D303,335,4,0
1488,4D301,336,4,0
1542,4D356,337,4,0
1540,4D354,338,4,0
1538,4D352,339,4,0
1500,4D313,340,4,1
1499,4D312,341,4,0
1498,4D311,342,4,0
1497,4D310,343,4,1
1496,4D309,344,4,0
1495,4D308,345,4,0
1494,4D307,346,4,0
1493,4D306,347,4,1
1341,4F372,348,4,0
1339,4F370,349,4,0
1337,4F368,350,4,0
1342,4F373,351,4,0
1340,4F371,352,4,0
1338,4F369,353,4,0
1347,4F378,354,4,0
1345,4F376,355,4,0
1343,4F374,356,4,0
1348,4F379,357,4,0
1346,4F377,358,4,0
1344,4F375,359,4,0
1353,4F384,360,4,0
1351,4F382,361,4,0
1349,4F380,362,4,0
1354,4F385,363,4,0
1352,4F383,364,4,0
1350,4F381,365,4,0
1357,4F388,366,4,0
1356,4F387,367,4,1
1355,4F386,368,4,0
1358,4F390,369,4,0
1360,4F392,370,4,0
1362,4F394,371,4,1
1364,4F396,372,4,0
1366,4F398,373,4,0
1368,4F400,374,4,0
1369,4F401,375,4,0
1367,4F399,376,4,0
1365,4F397,377,4,0
1363,4F395,378,4,0
1361,4F393,379,4,0
1359,4F391,380,4,0
1370,4F402,381,4,0
1372,4F404,382,4,0
1374,4F406,383,4,0
1376,4F408,384,4,0
1378,4F410,385,4,0
1380,4F412,386,4,0
1381,4F413,387,4,0
1379,4F411,388,4,0
1377,4F409,389,4,0
1375,4F407,390,4,0
1373,4F405,391,4,0
1371,4F403,392,4,0
1382,4F414,393,4,0
1384,4F416,394,4,0
1386,4F418,395,4,0
1388,4F420,396,4,0
1390,4F422,397,4,0
1392,4F424,398,4,0
1393,4F425,399,4,0
1391,4F423,400,4,0
1389,4F421,401,4,0
1387,4F419,402,4,0
1385,4F417,403,4,0
1383,4F415,404,4,0
1404,4F436,405,4,0
1402,4F434,406,4,0
1400,4F432,407,4,0
1398,4F430,408,4,0
1396,4F428,409,4,0
1394,4F426,410,4,0
1405,4F437,411,4,0
1403,4F435,412,4,0
1401,4F433,413,4,0
1399,4F431,414,4,0
1397,4F429,415,4,0
1395,4F427,416,4,0
1279,4G443,417,4,0
1274,4G438,418,4,0
1280,4G444,419,4,0
1275,4G439,420,4,0
1281,4G445,421,4,0
1276,4G440,422,4,0
1282,4G446,423,4,0
1277,4G441,424,4,0
1283,4G447,425,4,1
1278,4G442,426,4,0
1284,4G448,427,4,0
1286,4G450,428,4,0
1288,4G452,429,4,0
1285,4G449,430,4,0
1287,4G451,431,4,0
1289,4G453,432,4,0
1290,4G454,433,4,0
1292,4G456,434,4,0
1294,4G458,435,4,0
1291,4G455,436,4,0
1293,4G457,437,4,0
1295,4G459,438,4,0
1296,4G460,439,4,0
1298,4G462,440,4,0
1300,4G464,441,4,1
1297,4G461,442,4,0
1299,4G463,443,4,0
1301,4G465,444,4,0
1302,4G466,445,4,0
1304,4G468,446,4,0
1306,4G470,447,4,0
1303,4G467,448,4,0
1305,4G469,449,4,0
1307,4G471,450,4,0
1308,4G472,451,4,0
1310,4G474,452,4,0
1312,4G476,453,4,0
1309,4G473,454,4,0
1311,4G475,455,4,0
1313,4G477,456,4,0
1314,4G478,457,4,0
1316,4G480,458,4,0
1318,4G482,459,4,0
1315,4G479,460,4,0
1317,4G481,461,4,1
1319,4G483,462,4,1
1320,4G484,463,4,0
1322,4G486,464,4,0
1324,4G488,465,4,0
1321,4G485,466,4,0
1323,4G487,467,4,0
1325,4G489,468,4,0
1326,4G490,469,4,0
1328,4G492,470,4,0
1330,4G494,471,4,0
1332,4G496,472,4,0
1333,4G497,473,4,0
1331,4G495,474,4,0
1329,4G493,475,4,0
1327,4G491,476,4,0
812,4O771,477,4,0
810,4O769,478,4,0
808,4O767,479,4,0
806,4O765,480,4,0
804,4O763,481,4,0
802,4O761,482,4,0
803,4O762,483,4,0
805,4O764,484,4,0
807,4O766,485,4,0
809,4O768,486,4,0
811,4O770,487,4,0
813,4O772,488,4,0
824,4O783,489,4,0
822,4O781,490,4,0
820,4O779,491,4,0
818,4O777,492,4,0
816,4O775,493,4,0
814,4O773,494,4,0
815,4O774,495,4,0
817,4O776,496,4,0
819,4O778,497,4,0
821,4O780,498,4,0
823,4O782,499,4,0
825,4O784,500,4,0
836,4O795,501,4,0
834,4O793,502,4,0
832,4O791,503,4,0
830,4O789,504,4,0
828,4O787,505,4,0
826,4O785,506,4,0
827,4O786,507,4,0
829,4O788,508,4,0
831,4O790,509,4,0
833,4O792,510,4,0
835,4O794,511,4,0
837,4O796,512,4,0
769,4N758,513,4,0
767,4N756,514,4,0
765,4N754,515,4,0
763,4N752,516,4,0
764,4N753,517,4,0
766,4N755,518,4,0
768,4N757,519,4,0
770,4N759,520,4,0
762,4N751,521,4,0
760,4N749,522,4,0
758,4N747,523,4,0
756,4N745,524,4,0
755,4N744,525,4,0
757,4N746,526,4,0
759,4N748,527,4,0
761,4N750,528,4,0
754,4N743,529,4,0
752,4N741,530,4,0
750,4N739,531,4,0
748,4N737,532,4,0
747,4N736,533,4,0
749,4N738,534,4,0
751,4N740,535,4,0
753,4N742,536,4,0
746,4N735,537,4,0
744,4N733,538,4,0
742,4N731,539,4,0
740,4N729,540,4,0
739,4N728,541,4,0
741,4N730,542,4,0
743,4N732,543,4,0
745,4N734,544,4,0
875,4M666,545,4,0
873,4M664,546,4,0
871,4M662,547,4,0
869,4M660,548,4,0
867,4M658,549,4,0
865,4M656,550,4,0
876,4M667,551,4,0
874,4M665,552,4,0
872,4M663,553,4,0
870,4M661,554,4,0
868,4M659,555,4,0
866,4M657,556,4,0
887,4M678,557,4,0
885,4M676,558,4,0
883,4M674,559,4,0
881,4M672,560,4,0
879,4M670,561,4,0
877,4M668,562,4,0
888,4M679,563,4,0
886,4M677,564,4,0
884,4M675,565,4,0
882,4M673,566,4,0
880,4M671,567,4,0
878,4M669,568,4,0
899,4M690,569,4,0
897,4M688,570,4,0
895,4M686,571,4,0
893,4M684,572,4,0
891,4M682,573,4,0
889,4M680,574,4,0
900,4M691,575,4,0
898,4M689,576,4,0
896,4M687,577,4,0
894,4M685,578,4,0
892,4M683,579,4,0
890,4M681,580,4,0
911,4M702,581,4,0
909,4M700,582,4,0
907,4M698,583,4,0
905,4M696,584,4,0
903,4M694,585,4,0
901,4M692,586,4,0
912,4M703,587,4,0
910,4M701,588,4,0
908,4M699,589,4,0
906,4M697,590,4,0
904,4M695,591,4,0
902,4M693,592,4,0
923,4M714,593,4,0
921,4M712,594,4,0
919,4M710,595,4,0
917,4M708,596,4,0
915,4M706,597,4,0
913,4M704,598,4,0
924,4M715,599,4,0
922,4M713,600,4,0
920,4M711,601,4,0
918,4M709,602,4,0
916,4M707,603,4,0
914,4M705,604,4,0
935,4M726,605,4,0
933,4M724,606,4,0
931,4M722,607,4,0
929,4M720,608,4,0
927,4M718,609,4,0
925,4M716,610,4,0
936,4M727,611,4,0
934,4M725,612,4,0
932,4M723,613,4,0
930,4M721,614,4,0
928,4M719,615,4,0
926,4M717,616,4,0
838,4O798,617,4,0
840,4O800,618,4,0
839,4O799,619,4,0
841,4O801,620,4,0
842,4O802,621,4,0
844,4O804,622,4,0
843,4O803,623,4,0
845,4O805,624,4,0
846,4O806,625,4,0
848,4O808,626,4,0
847,4O807,627,4,0
849,4O809,628,4,0
850,4O810,629,4,0
852,4O812,630,4,0
851,4O811,631,4,0
853,4O813,632,4,0
854,4O814,633,4,0
856,4O816,634,4,0
855,4O815,635,4,0
857,4O817,636,4,0
858,4O818,637,4,0
860,4O820,638,4,0
859,4O819,639,4,0
861,4O821,640,4,0
992,4P2001,641,4,0
993,4P2002,642,4,0
994,4P2003,643,4,0
997,4P2006,644,4,0
996,4P2005,645,4,0
995,4P2004,646,4,0
998,4P2007,647,4,0
999,4P2008,648,4,0
1000,4P2009,649,4,0
1003,4P2012,650,4,0
1002,4P2011,651,4,0
1001,4P2010,652,4,0
1009,4R2015,653,4,0
1008,4R2014,654,4,0
1007,4R2013,655,4,0
1012,4R2018,656,4,0
1011,4R2017,657,4,0
1010,4R2016,658,4,0
1015,4R2021,659,4,0
1014,4R2020,660,4,0
1013,4R2019,661,4,0
1018,4R2024,662,4,0
1017,4R2023,663,4,0
1016,4R2022,664,4,0
1023,4R588,665,4,0
1025,4R590,666,4,0
1027,4R592,667,4,0
1029,4R594,668,4,0
1031,4R596,669,4,0
1033,4R598,670,4,0
1035,4R600,671,4,0
1037,4R602,672,4,0
1038,4R603,673,4,0
1036,4R601,674,4,0
1034,4R599,675,4,0
1032,4R597,676,4,0
1030,4R595,677,4,0
1028,4R593,678,4,0
1026,4R591,679,4,0
1024,4R589,680,4,0
1039,4R604,681,4,0
1041,4R606,682,4,0
1043,4R608,683,4,0
1045,4R610,684,4,0
1047,4R612,685,4,0
1049,4R614,686,4,0
1051,4R616,687,4,0
1053,4R618,688,4,0
1054,4R619,689,4,0
1052,4R617,690,4,0
1050,4R615,691,4,0
1048,4R613,692,4,0
1046,4R611,693,4,0
1044,4R609,694,4,0
1042,4R607,695,4,0
1040,4R605,696,4,0
1055,4R620,697,4,0
1057,4R622,698,4,0
1059,4R624,699,4,0
1061,4R626,700,4,0
1063,4R628,701,4,0
1065,4R630,702,4,0
1067,4R632,703,4,0
1069,4R634,704,4,0
1070,4R635,705,4,0
1068,4R633,706,4,0
1066,4R631,707,4,0
1064,4R629,708,4,0
1062,4R627,709,4,0
1060,4R625,710,4,0
1058,4R623,711,4,0
1056,4R621,712,4,0
1071,4R636,713,4,0
1073,4R638,714,4,0
1075,4R640,715,4,0
1077,4R642,716,4,0
1079,4R644,717,4,0
1081,4R646,718,4,0
1083,4R648,719,4,0
1085,4R650,720,4,0
1086,4R651,721,4,0
1084,4R649,722,4,0
1082,4R647,723,4,0
1080,4R645,724,4,0
1078,4R643,725,4,0
1076,4R641,726,4,0
1074,4R639,727,4,0
1072,4R637,728,4,0
1087,4R652,729,4,0
1089,4R654,730,4,0
1090,4R655,731,4,0
1088,4R653,732,4,0
1019,4R2025,733,4,0
1021,4R2027,734,4,0
1022,4R2028,735,4,0
1020,4R2026,736,4,0
1136,4T555,751,4,0
1134,4T553,752,4,0
1137,4T556,753,4,0
1135,4T554,754,4,0
1140,4T559,755,4,0
1138,4T557,756,4,0
1141,4T560,757,4,0
1139,4T558,758,4,0
1225,4W520,759,4,0
1223,4W518,760,4,0
1221,4W516,761,4,0
1219,4W514,762,4,0
1217,4W512,763,4,0
1215,4W510,764,4,0
1213,4W508,765,4,0
1211,4W506,766,4,0
1212,4W507,767,4,0
1214,4W509,768,4,0
1216,4W511,769,4,0
1218,4W513,770,4,0
1220,4W515,771,4,0
1222,4W517,772,4,0
1224,4W519,773,4,0
1226,4W521,774,4,0
1241,4W536,775,4,0
1239,4W534,776,4,0
1237,4W532,777,4,0
1235,4W530,778,4,0
1233,4W528,779,4,0
1231,4W526,780,4,0
1229,4W524,781,4,0
1227,4W522,782,4,0
1228,4W523,783,4,0
1230,4W525,784,4,0
1232,4W527,785,4,0
1234,4W529,786,4,0
1236,4W531,787,4,0
1238,4W533,788,4,0
1240,4W535,789,4,0
1242,4W537,790,4,0
1255,4W550,791,4,0
1253,4W548,792,4,0
1251,4W546,793,4,0
1249,4W544,794,4,0
1258,4W542-1,795,4,0
1246,4W540,796,4,0
1243,4W538,797,4,0
1244,4W539,798,4,0
1245,4W541,799,4,0
1257,4W543-1,800,4,0
1250,4W545,801,4,0
1252,4W547,802,4,0
1254,4W549,803,4,0
1256,4W551,804,4,0
616,5A826,805,5,0
614,5A824,806,5,0
612,5A822,807,5,0
617,5A827,808,5,0
615,5A825,809,5,0
613,5A823,810,5,0
622,5A832,811,5,0
620,5A830,812,5,0
618,5A828,813,5,0
623,5A833,814,5,0
621,5A831,815,5,0
619,5A829,816,5,0
626,5A836,817,5,0
625,5A835,818,5,0
624,5A834,819,5,0
631,5A841,820,5,0
629,5A839,821,5,0
627,5A837,822,5,0
632,5A842,823,5,0
630,5A840,824,5,0
628,5A838,825,5,0
643,5A853,826,5,0
641,5A851,827,5,0
639,5A849,828,5,0
637,5A847,829,5,0
635,5A845,830,5,0
633,5A843,831,5,0
644,5A854,832,5,0
642,5A852,833,5,0
640,5A850,834,5,0
638,5A848,835,5,0
636,5A846,836,5,0
634,5A844,837,5,0
655,5A865,838,5,0
653,5A863,839,5,0
651,5A861,840,5,0
649,5A859,841,5,0
647,5A857,842,5,0
645,5A855,843,5,0
656,5A866,844,5,0
654,5A864,845,5,0
652,5A862,846,5,0
650,5A860,847,5,0
648,5A858,848,5,0
646,5A856,849,5,0
673,5A883,850,5,0
671,5A881,851,5,0
669,5A879,852,5,0
667,5A877,853,5,0
665,5A875,854,5,0
663,5A873,855,5,0
661,5A871,856,5,0
659,5A869,857,5,0
657,5A867,858,5,0
674,5A884,859,5,0
672,5A882,860,5,0
670,5A880,861,5,0
668,5A878,862,5,0
666,5A876,863,5,0
664,5A874,864,5,0
662,5A872,865,5,0
660,5A870,866,5,0
658,5A868,867,5,0
677,5A887,868,5,0
676,5A886,869,5,0
675,5A885,870,5,0
549,5B888,871,5,0
550,5B889,872,5,0
551,5B890,873,5,0
552,5B891,874,5,0
553,5B892,875,5,0
554,5B893,876,5,0
555,5B894,877,5,0
556,5B895,878,5,0
557,5B896,879,5,0
558,5B897,880,5,0
559,5B898,881,5,0
560,5B899,882,5,0
561,5B900,883,5,0
562,5B901,884,5,0
563,5B902,885,5,0
564,5B903,886,5,0
565,5B904,887,5,0
566,5B905,888,5,0
567,5B906,889,5,0
569,5B908,890,5,0
571,5B910,891,5,0
568,5B907,892,5,0
570,5B909,893,5,0
572,5B911,894,5,0
573,5B912,895,5,0
575,5B914,896,5,0
577,5B916,897,5,0
574,5B913,898,5,0
576,5B915,899,5,0
578,5B917,900,5,0
579,5B918,901,5,0
581,5B920,902,5,0
583,5B922,903,5,0
580,5B919,904,5,0
582,5B921,905,5,0
584,5B923,906,5,0
585,5B924,907,5,0
587,5B926,908,5,0
589,5B928,909,5,0
591,5B930,910,5,0
593,5B932,911,5,0
595,5B934,912,5,0
596,5B935,913,5,0
597,5B936,914,5,0
594,5B933,915,5,0
592,5B931,916,5,0
590,5B929,917,5,0
588,5B927,918,5,0
586,5B925,919,5,0
